UMPD CASENUMBER,OCCURRED DATE TIMELOCATION,REPORT DATE TIME,TYPE,DISPOSITION,LOCATION
2021-00026806,04/06/21 03:32,04/06/21 03:32,Injured/Sick Person,CBE,4700 block of  Norwich  Rd
2021-00026879,01/07/21,04/06/21 10:34,Harassment/Stalking,CBE,4200 block of  Lehigh  Rd
2021-00026881,04/06/21 07:00,04/06/21 11:09,Injured/Sick Person,CBE,8100 block of  Presidential  Dr
2021-00026882,04/06/21 10:15,04/06/21 11:52,Injured/Sick Person,CBE,8200 block of  Paint Branch  Dr
2021-00026917,04/06/21 17:42,04/06/21 17:42,Assist Other Agency,CBE,4300 block of  Hartwick  Rd
2021-00026942,04/05/21 16:00,04/06/21 20:25,Theft,Active/Pending,7500 block of  Calvert Service  Ln
2021-00027212,04/07/21 15:44,04/07/21 15:44,Dept Property Damage/Loss,CBE,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2021-00027331,04/07/21 22:01,04/07/21 22:01,CDS Violation,Arrest,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155  Terrapin  Trl"
2021-00027449,04/08/21 09:41,04/08/21 09:41,Check on the  Welfare,CBE,6900 block of  Preinkert  Dr
2021-00027740,04/07/21 01:30,04/09/21 13:42,Stolen Motor Vehicle,Investigation Pending,Lot 12a
2021-00027773,04/09/21 15:30,04/09/21 15:59,Indecent Exposure,Arrest,4300 block of  Knox  Rd
2021-00027840,04/09/21 22:40,04/09/21 22:40,CDS Violation,Arrest,8700 block of  Baltimore  Ave
2021-00027843,04/09/21 23:13,04/09/21 23:13,DWI/DUI,Arrest,8700 block of  Baltimore  Ave
2021-00027858,04/10/21 00:09,04/10/21 00:09,CDS Violation,Arrest,3900 block of  Denton Service  Ln
2021-00027885,04/10/21 02:51,04/10/21 02:51,DWI/DUI,Arrest,Knox  Rd
2021-00028070,04/10/21 16:15,04/10/21 16:42,Injured/Sick Person,CBE,"Prince Frederick, Prince Frederick Hall at 7030  Preinkert  Dr"
2021-00028134,04/10/21 21:44,04/10/21 21:44,Warrant/Summons Service,CBE,Metzerott  Rd
2021-00028182,04/10/21 23:45,04/11/21 01:00,Injured/Sick Person,CBE,7600 block of  Mowatt  Ln
2021-00028185,04/10/20 23:00,04/11/21 01:22,Injured/Sick Person,CBE,7000 block of  Preinkert  Dr
2021-00028289,04/10/21 09:00,04/11/21 12:59,Fraud,CBE,6900 block of  Preinkert  Dr
2021-00028383,04/11/21 20:38,04/11/21 20:38,Injured/Sick Person,CBE,7200 block of  Adelphi  Rd
2021-00028389,04/11/21 21:41,04/11/21 21:41,Injured/Sick Person,CBE,South Gate at 7567  Regents  Dr
2021-00028420,04/11/21 23:19,04/11/21 23:19,DWI/DUI,Arrest,University  Blvd
2021-00028443,04/11/21 23:45,04/12/21 00:17,CDS Violation,Arrest,Admissions Welcome Center at 7777  Baltimore  Ave
2021-00028462,04/12/21 01:48,04/12/21 01:48,DWI/DUI,Arrest,University  Blvd
2021-00028543,04/12/21 09:45,04/12/21 09:45,Emergency Petition,CBE,4200 block of  Farm  Dr
2021-00028562,04/12/21 11:17,04/12/21 11:17,Injured/Sick Person,CBE,8000 block of  Regents  Dr
2021-00028578,04/12/21 10:37,04/12/21 12:29,Other Incident,Active/Pending,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2021-00028608,04/12/21 15:00,04/12/21 15:41,Emergency Petition,CBE,Health Center at 3983  Campus  Dr
2021-00028626,03/22/21 12:49,04/12/21 18:34,Other Incident,CBE,8100 block of  Boteler  Ln
2021-00028738,04/13/21 00:16,04/13/21 00:16,CDS Violation,Arrest,University Courtyard Clubhouse at 8000  Boteler  Ln
2021-00028744,04/13/21 02:46,04/13/21 02:46,DWI/DUI,Arrest,Regents  Dr
2021-00028745,04/13/21 03:52,04/13/21 03:52,Burglary,Active/Pending,7400 block of  Baltimore  Ave
2021-00028779,04/10/21 14:30,04/13/21 09:23,Theft from Auto,Investigation Pending,Lot 17a
2021-00028787,04/10/21 18:00,04/13/21 10:20,Theft from Auto,Investigation Pending,Lot 16f
2021-00028793,04/13/21 11:06,04/13/21 11:06,Injured/Sick Person,CBE,"Satellite Central Utilities Building 4, SCUB 4 at 4455  Stadium  Dr"
2021-00028806,04/03/21 02:15,04/13/21 11:55,Assist Other Agency,CBE,4200 block of  Knox  Rd
2021-00029001,04/14/21 01:53,04/14/21 01:53,Disorderly Conduct,Arrest,College  Ave
2021-00029037,04/11/21 14:00,04/14/21 10:15,Police Information,CBE,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2021-00029153,04/14/21 18:38,04/14/21 18:38,Injured/Sick Person,CBE,4200 block of  Lehigh  Rd
2021-00029466,04/15/21 21:38,04/15/21 21:38,Suspicious Activity,Arrest,7500 block of  Baltimore  Ave
2021-00029499,04/15/21 23:26,04/15/21 23:26,DWI/DUI,Arrest,University  Blvd
2021-00029505,04/16/21 00:08,04/16/21 00:08,DWI/DUI,Arrest,Baltimore  Ave
2021-00029518,04/16/21 01:43,04/16/21 01:43,Injured/Sick Person,CBE,"Prince Frederick, Prince Frederick Hall at 7030  Preinkert  Dr"
2021-00029723,04/16/21 20:58,04/16/21 20:58,Assist Other Agency,CBE,4200 block of  Knox  Rd
2021-00029758,04/17/21 00:22,04/17/21 00:22,CDS Violation,Arrest,University  Blvd
2021-00029770,04/17/21 01:51,04/17/21 01:51,DWI/DUI,Arrest,Baltimore  Ave
2021-00029974,04/17/21 18:00,04/17/21 20:21,Theft,Investigation Pending,Engineering Fields
2021-00030025,04/18/21 00:56,04/18/21 00:56,Alcohol Violation,Arrest,Lot 2a
2021-00030043,04/18/21 02:57,04/18/21 02:57,Burglary,Arrest,4000 block of  Fieldhouse  Dr
2021-00030044,04/18/21 02:57,04/18/21 03:54,Burglary,Arrest,4000 block of  Fieldhouse  Dr
2021-00030055,04/18/21 08:15,04/18/21 08:21,Burglary,Arrest,Field Hockey & Women's Lacrosse Stadium at 8483  Paint Branch  Dr
2021-00030195,04/18/21 21:30,04/18/21 22:58,Telephone/EMail Misuse (Title IX Related),Arrest,3900 block of  Denton Service  Ln
2021-00030237,04/19/21 02:33,04/19/21 02:33,Domestic,Arrest,University  Blvd
2021-00030351,04/19/21 11:05,04/19/21 11:05,Burglary,Investigation Pending,8100 block of  Paint Branch  Dr
2021-00030758,04/21/21 00:34,04/21/21 00:34,Injured/Sick Person,CBE,3800 block of  Campus  Dr
2021-00030774,04/21/21 01:49,04/21/21 02:14,Trespassing,Arrest,Lot YC
2021-00031102,04/21/21 09:30,04/22/21 10:15,Theft,Summons Issued,3400 block of  Tulane  Dr
2021-00031118,04/17/21 21:00,04/22/21 12:01,Theft,Investigation Pending,3400 block of  Tulane  Dr
2021-00031128,04/19/21 20:30,04/22/21 11:56,Theft,Active/Pending,3400 block of  Tulane  Dr
2021-00031129,04/15/21 18:30,04/22/21 12:20,Theft,Investigation Pending,3400 block of  Tulane  Dr
2021-00031289,04/23/21 01:06,04/23/21 01:06,Injured/Sick Person,CBE,7200 block of  Baltimore  Ave
2021-00031382,04/22/21 16:00,04/23/21 08:47,Fraud,Active/Pending,4500 block of  Powder Mill  Rd
2021-00031652,04/24/21 01:28,04/24/21 01:28,Injured/Sick Person,CBE,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2021-00031708,04/24/21 06:00,04/24/21 06:18,Injured/Sick Person,CBE,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2021-00031712,04/23/21 23:00,04/24/21 06:51,Vandalism,Active/Pending,8500 block of  Paint Branch  Dr
2021-00031803,04/24/21 01:00,04/24/21 14:45,Theft,Investigation Pending,"96, Cambridge, Cambridge Hall at 4230  Farm  Dr"
2021-00032087,04/23/21 20:00,04/25/21 12:20,Theft,Investigation Pending,3400 block of  Tulane  Dr
2021-00032136,04/23/21 16:00,04/25/21 16:30,Theft,Investigation Pending,3400 block of  Tulane  Dr
2021-00032223,04/20/21 17:00,04/25/21 22:24,Theft,Investigation Pending,3400 block of  Tulane  Dr
2021-00032253,04/25/21 23:35,04/25/21 23:35,DWI/DUI,Arrest,"Motor Pool, Severn, Severn Building, Terp Trader, Washington Post Building at 5245  Greenbelt  Rd"
2021-00032478,04/22/21 15:00,04/26/21 14:42,Theft,Investigation Pending,3400 block of  Tulane  Dr
2021-00032514,03/01/21 13:00,04/26/21 18:35,Theft,Investigation Pending,4100 block of  Valley  Dr
2021-00032521,04/26/21 19:35,04/26/21 19:35,Injured/Sick Person,CBE,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2021-00032714,04/27/21 11:29,04/27/21 11:29,Damage to State Property,Active/Pending,4000 block of  Stadium  Dr
2021-00033145,04/29/21 00:30,04/29/21 00:30,CDS Violation,CBE,Campus  Dr
2021-00033248,04/28/21 06:58,04/29/21 11:36,Police Information,CBE,7700 block of  Alumni  Dr
2021-00033289,04/29/21 14:14,04/29/21 14:37,Assist Other Agency,CBE,University Club at 4800  Berwyn House  Rd
2021-00033457,04/30/21 06:52,04/30/21 06:52,Injured/Sick Person,CBE,6900 block of  Preinkert  Dr
2021-00033521,04/30/21 11:16,04/30/21 11:16,Trespassing,CBE,"Stamp, Stamp Student Union, Student Union, Union at 3972  Campus  Dr"
2021-00033593,04/30/21 18:08,04/30/21 18:08,Suspicious Person/Auto,CBE,4200 block of  Knox  Rd
2021-00033609,04/30/21 21:27,04/30/21 21:27,CDS Violation,Arrest,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155  Terrapin  Trl"
2021-00033622,04/30/21 22:32,04/30/21 22:32,Theft,CBE,4000 block of  Stadium  Dr
2021-00033674,05/01/21 01:27,05/01/21 01:27,DWI/DUI,Arrest,University  Blvd
2021-00033691,05/01/21 02:42,05/01/21 02:42,DWI/DUI,Arrest,University  Blvd
2021-00033699,05/01/21 04:01,05/01/21 04:01,DWI/DUI,Arrest,University  Blvd
2021-00033700,05/01/21 04:12,05/01/21 04:12,DWI/DUI,Arrest,University  Blvd
2021-00033734,04/30/21 10:00,05/01/21 11:15,Vandalism,Investigation Pending,8000 block of  Hagerstown  Dr
2021-00033956,05/02/21 02:23,05/02/21 02:23,DWI/DUI,Arrest,University  Blvd
2021-00034217,05/03/21 01:51,05/03/21 01:51,DWI/DUI,Arrest,"Motor Pool, Severn, Severn Building, Terp Trader, Washington Post Building at 5245  Greenbelt  Rd"
2021-00034233,05/03/21 04:29,05/03/21 04:29,Emergency Petition,CBE,7300 block of  Baltimore  Ave
2021-00034324,05/03/21 14:27,05/03/21 14:27,Emergency Petition,CBE,"Edward St. John Learning and Teaching Center, ESJ at 4131  Campus  Dr"
2021-00034344,04/29/21 14:30,05/03/21 17:35,Damage to State Property,CBE,"Motor Pool, Severn, Severn Building, Terp Trader, Washington Post Building at 5245  Greenbelt  Rd"
2021-00034411,05/04/21 00:23,05/04/21 00:23,Emergency Petition,CBE,University  Blvd
2021-00034441,05/04/21 09:13,05/04/21 09:13,Injured/Sick Person,CBE,"Phi Sigma Sigma Sorority, Phi Sigma Simga at 4531  College  Ave"
2021-00034544,05/04/21 16:07,05/04/21 16:08,Trespassing,CBE,8000 block of  Regents  Dr
2021-00034546,05/04/21 07:30,05/04/21 16:14,Burglary,Investigation Pending,3400 block of  Tulane  Dr
2021-00034550,05/04/21 16:54,05/04/21 16:54,Theft,Arrest,3400 block of  Tulane  Dr
2021-00034551,05/03/21 09:30,05/04/21 17:02,Theft,Investigation Pending,3400 block of  Tulane  Dr
2021-00034560,05/04/21 16:00,05/04/21 19:46,Vandalism,Investigation Pending,Lot H
2021-00034702,05/05/21 09:00,05/05/21 09:13,Injured/Sick Person,CBE,"Stamp, Stamp Student Union, Student Union, Union at 3972  Campus  Dr"
2021-00034823,05/05/21 12:00,05/05/21 17:30,Suspicious Activity,Active/Pending,3400 block of  Tulane  Dr
2021-00034843,05/05/21 18:30,05/05/21 19:20,Assist Other Agency,CBE,5100 block of  Navahoe  St
2021-00034883,05/05/21 21:57,05/05/21 21:57,DWI/DUI,Arrest,Baltimore  Ave
2021-00035001,05/05/21 21:00,05/06/21 08:48,Vandalism,Investigation Pending,"Frat 1, Greek House 1, KA, Kappa Alpha, Kappa Alpha Fraternity at 1  Fraternity  Row"
2021-00035042,04/28/21 09:00,05/06/21 11:33,Police Information,CBE,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2021-00035075,05/06/21 13:45,05/06/21 14:25,Injured/Sick Person,CBE,4400 block of  Stadium  Dr
2021-00035101,05/06/21 16:47,05/06/21 16:47,Injured/Sick Person,CBE,6400 block of  Baltimore  Ave
2021-00035225,05/07/21 01:51,05/07/21 01:51,Theft,CBE,4400 block of  Knox  Rd
2021-00035256,05/07/21 05:11,05/07/21 05:11,Trespassing,CBE,"88, Martin Hall at 4298  Campus  Dr"
2021-00035276,05/07/21 08:24,05/07/21 08:24,Trespassing,Arrest,4200 block of  Campus  Dr
2021-00035428,05/07/21 20:30,05/07/21 21:47,Vandalism,Active/Pending,"Commons 4, SCC 4, South Campus Commons 4 at 4310  Knox  Rd"
2021-00035470,05/08/21 00:45,05/08/21 00:45,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln
2021-00035475,05/08/21 01:10,05/08/21 01:10,DWI/DUI,Arrest,Baltimore  Ave
2021-00035566,05/08/21 11:00,05/08/21 11:06,Emergency Petition,CBE,8200 block of  Baltimore  Ave
2021-00035761,05/09/21 04:19,05/09/21 04:19,Injured/Sick Person,CBE,8100 block of  La Plata  Dr
2021-00035772,05/09/21 06:10,05/09/21 06:10,DWI/DUI,Arrest,Baltimore  Ave
2021-00036066,05/10/21 05:20,05/10/21 05:20,Emergency Petition,CBE,8300 block of  Baltimore  Ave
2021-00036921,05/11/21 19:30,05/12/21 20:41,Vandalism,Investigation Pending,"Frat 1, Greek House 1, KA, Kappa Alpha, Kappa Alpha Fraternity at 1  Fraternity  Row"
2021-00036932,05/12/21 21:30,05/12/21 21:43,Trespassing,Arrest,McKeldin Mall
2021-00036954,05/13/21 02:32,05/13/21 02:32,CDS Violation,Arrest,Baltimore  Ave
2021-00037061,05/13/21 12:20,05/13/21 12:33,Assist Other Agency,CBE,University  Blvd
2021-00037066,05/12/21 22:48,05/13/21 14:02,Assist Other Agency,CBE,7600 block of  Hopkins Ave
2021-00037218,05/14/21 09:00,05/14/21 09:07,Hazardous Condition,CBE,4000 block of  Campus  Dr
2021-00037360,05/15/21 00:06,05/15/21 00:06,CDS Violation,Arrest,Greenbelt  Rd
2021-00037368,05/15/21 01:10,05/15/21 01:17,Assist Other Agency,CBE,8100 block of  Baltimore  Ave
2021-00037373,05/15/21 02:07,05/15/21 02:07,DWI/DUI,Arrest,University  Blvd
2021-00037502,04/30/21 09:00,05/15/21 15:27,Theft,Active/Pending,7500 block of  Calvert Service  Ln
2021-00037620,05/15/21 23:40,05/15/21 23:46,Injured/Sick Person,CBE,4600 block of  College  Ave
2021-00037662,05/16/21 02:10,05/16/21 02:10,Injured/Sick Person,CBE,7400 block of  Preinkert  Dr
2021-00037680,05/16/21 03:56,05/16/21 03:56,DWI/DUI,Arrest,3700 block of  Campus  Dr
2021-00037692,05/16/21 06:59,05/16/21 06:59,Trespassing,CBE,8100 block of  Regents  Dr
2021-00037923,05/17/21 00:27,05/17/21 00:27,Injured/Sick Person,CBE,"Prince Frederick, Prince Frederick Hall at 7030  Preinkert  Dr"
2021-00037989,05/14/21 11:09,05/17/21 09:18,Dept Property Damage/Loss,CBE,"Edward St. John Learning and Teaching Center, ESJ at 4131  Campus  Dr"
2021-00038095,05/17/21 14:45,05/17/21 15:09,Theft from Auto,CBE,4100 block of  Union  Ln
2021-00038100,05/10/21 17:00,05/17/21 15:49,Vandalism,CBE,8200 block of  Alumni  Dr
2021-00038228,05/18/21 00:48,05/18/21 00:48,CDS Violation,Arrest,University  Blvd
2021-00038247,05/18/21 01:45,05/18/21 01:45,DWI/DUI,Arrest,Baltimore  Ave
2021-00038490,05/14/21 17:00,05/18/21 16:48,Fraud,Investigation Pending,"Stamp, Stamp Student Union, Student Union, Union at 3972  Campus  Dr"
2021-00038621,05/19/21 00:19,05/19/21 00:19,DWI/DUI,Arrest,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569  Baltimore  Ave"
2021-00039135,05/19/21 14:00,05/20/21 17:58,Injured Officer,CBE,7100 block of  51st  Ave
2021-00039362,05/21/21 12:58,05/21/21 12:58,Injured/Sick Person,CBE,"Capital One Field, Capital One Field at Maryland Stadium, Maryland Stadium, Stadium"
2021-00039363,05/21/21 13:21,05/21/21 13:21,Assist Other Agency,CBE,4500 block of  Campus  Dr
2021-00039388,05/21/21 15:38,05/21/21 15:38,Trespassing,CBE,
2021-00039390,04/03/21 16:00,05/21/21 15:42,Theft,Investigation Pending,7500 block of  Mowatt  Ln
2021-00039709,05/16/21 10:00,05/23/21 00:17,Theft,Active/Pending,4300 block of  Rowalt  Dr
2021-00039737,05/23/21 03:10,05/23/21 03:10,Disorderly Conduct,Arrest,College  Ave
2021-00039740,05/23/21 04:12,05/23/21 04:12,DWI/DUI,Arrest,Adelphi  Rd
2021-00039741,05/23/21 04:14,05/23/21 04:14,Suspicious Activity,CBE,"Commons 3, SCC 3, South Campus Commons 3 at 4318  Knox  Rd"
2021-00039743,05/20/21 22:00,05/23/21 05:17,Vandalism,Active/Pending,"Commons 3, SCC 3, South Campus Commons 3 at 4318  Knox  Rd"
2021-00039948,05/23/21 23:15,05/23/21 23:15,Traffic Arrest,Arrest,Jull Hall at 4196  Stadium  Dr
2021-00039950,05/23/21 23:36,05/23/21 23:36,DWI/DUI,Arrest,Baltimore  Ave
2021-00040033,05/21/21 17:00,05/24/21 11:34,Theft,Investigation Pending,7900 block of  Regents  Dr
2021-00040092,05/24/21 18:45,05/24/21 19:19,Theft,Summons Issued,8100 block of  Paint Branch  Dr
2021-00040110,05/21/21 20:40,05/24/21 21:50,Other Incident,CBE,4300 block of  Knox  Rd
2021-00040226,05/25/21 08:20,05/25/21 08:26,Injured/Sick Person,CBE,3400 block of  Tulane  Dr
2021-00040515,05/26/21 01:21,05/26/21 01:21,DWI/DUI,Arrest,Campus  Dr
2021-00040583,05/26/21 14:30,05/26/21 07:24,Injured/Sick Person,CBE,"Capital One Field, Capital One Field at Maryland Stadium, Maryland Stadium, Stadium"
2021-00040693,05/17/21 13:00,05/26/21 17:07,Theft,Investigation Pending,"Commons 1, SCC 1, South Campus Commons 1 at 4250  Lehigh  Rd"
2021-00040907,05/27/21 07:10,05/27/21 07:17,Trespassing,Arrest,7500 block of  Mowatt  Ln
2021-00040918,05/18/21 18:00,05/27/21 09:32,Theft,Unfounded,8100 block of  Paint Branch  Dr
2021-00040986,05/27/21 15:48,05/27/21 15:48,Burglary,Arrest,8200 block of  Paint Branch  Dr
2021-00040988,05/23/21 00:10,05/27/21 18:57,Fraud,Investigation Pending,7600 block of  Library  Ln
2021-00041042,05/27/21 22:12,05/27/21 22:12,Vandalism,Unfounded,"Frat 5, Phi Kappa Tau Fraternity at 5  Fraternity  Row"
2021-00041075,05/27/21 23:43,05/27/21 23:43,CDS Violation,Arrest,Baltimore  Ave
2021-00041087,05/28/21 00:55,05/28/21 00:55,Hazardous Condition,CBE,4200 block of  Lehigh  Rd
2021-00041109,05/28/21 03:34,05/28/21 03:34,Title IX Incident Non Criminal,CBE,3400 block of  Tulane  Dr
2021-00041207,05/01/20 07:00,05/28/21 13:55,Theft,Investigation Pending,8100 block of  Regents  Dr
2021-00041540,05/29/21 19:00,05/29/21 19:00,CDS Violation,CBE,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155  Terrapin  Trl"
2021-00041607,05/30/21 00:29,05/30/21 00:29,DWI/DUI,Arrest,Metzerott  Rd
2021-00042120,06/01/21 01:15,06/01/21 01:31,Traffic Offense,CBE,8600 block of  Adelphi  Rd
2021-00042290,05/30/21 04:30,06/01/21 15:05,Suspicious Activity,CBE,8100 block of  Presidential  Dr
2021-00042356,06/01/21 18:17,06/01/21 18:17,Theft,Arrest,"College Park Fire Station, Company 12 at 8115  Baltimore  Ave"
2021-00042418,06/01/21 22:05,06/01/21 22:05,DWI/DUI,Arrest,7900 block of  Regents  Dr
2021-00042434,06/01/21 23:32,06/01/21 23:32,DWI/DUI,Arrest,Baltimore  Ave
2021-00042470,06/02/21 02:17,06/02/21 02:17,CDS Violation,Arrest,"Motor Pool, Severn, Severn Building, Terp Trader, Washington Post Building at 5245  Greenbelt  Rd"
2021-00042473,06/02/21 02:36,06/02/21 02:36,Disorderly Conduct,Arrest,"Town Hall, Town Hall Liquors at 8135  Baltimore  Ave"
2021-00042487,06/02/21 05:56,06/02/21 05:56,DWI/DUI,Arrest,Greenbelt  Rd
2021-00042554,06/02/21 12:00,06/02/21 13:27,Other Incident,Unfounded,4000 block of  Stadium  Dr
2021-00043320,06/05/21 02:50,06/05/21 02:50,Injured/Sick Person,CBE,8600 block of  Boteler  Ln
2021-00043498,06/05/21 23:44,06/05/21 23:44,DWI/DUI,Arrest,University  Blvd
2021-00043916,06/07/21 23:32,06/08/21 00:32,CDS Violation,Arrest,7500 block of  Mowatt  Ln
2021-00044232,06/09/21 01:40,06/09/21 01:40,DWI/DUI,Arrest,Baltimore  Ave
2021-00044434,06/09/21 22:36,06/09/21 22:36,DWI/DUI,Arrest,Baltimore  Ave
2021-00044526,05/01/21 04:00,06/10/21 07:55,Vandalism,Investigation Pending,"96, Cambridge, Cambridge Hall at 4230  Farm  Dr"
2021-00044659,06/10/21 20:21,06/10/21 20:21,DWI/DUI,Arrest,University  Blvd
2021-00044674,06/10/21 23:07,06/10/21 23:07,DWI/DUI,Arrest,University  Blvd
2021-00044989,06/11/21 11:59,06/12/21 09:27,Theft,Investigation Pending,3400 block of  Tulane  Dr
2021-00044997,06/11/21 11:00,06/12/21 09:55,Theft from Auto,Investigation Pending,8300 block of  Baltimore  Ave
2021-00045423,06/13/21 23:00,06/14/21 08:56,Theft from Auto,Investigation Pending,Lot 12a
2021-00045427,06/11/21 16:00,06/14/21 09:23,Vandalism,Investigation Pending,4700 block of  Rossborough  Ln
2021-00045586,06/14/21 22:35,06/14/21 22:35,Suspicious Activity,Arrest,7500 block of  Calvert Service  Ln
2021-00045615,06/10/21 10:00,06/15/21 07:11,Dept Property Damage/Loss,CBE,7100 block of  51st  Ave
2021-00045671,05/01/20,06/15/21 10:18,Theft,Investigation Pending,7200 block of  Preinkert  Dr
2021-00045754,06/15/21 17:13,06/15/21 17:15,Accident - Departmental,CBE,7300 block of  Baltimore  Ave
2021-00045803,06/15/21 21:44,06/15/21 21:44,DWI/DUI,Arrest,University  Blvd
2021-00045834,06/16/21,06/16/21 00:00,DWI/DUI,Arrest,Shuttle Bus Facility at 8537  Paint Branch  Dr
2021-00045838,06/16/21 01:04,06/16/21 01:04,DWI/DUI,Arrest,Baltimore  Ave
2021-00045932,05/27/21 07:25,06/16/21 11:22,Fraud,CBE,Biomolecular Sciences Building at 8314  Paint Branch  Dr
2021-00045973,06/16/21 14:00,06/16/21 14:34,Assault,CBE,Lot GG1
2021-00046011,06/16/21 18:45,06/16/21 19:08,Injured/Sick Person,CBE,8100 block of  Presidential  Dr
2021-00046090,06/16/21 23:21,06/16/21 23:21,DWI/DUI,Arrest,Baltimore  Ave
2021-00046132,06/17/21 01:59,06/17/21 01:59,Traffic Offense,Warrant Issued,Hartwick  Rd
2021-00046228,06/17/21 10:55,06/17/21 10:55,Injured/Sick Person,CBE,"Comcast Center, Xfinity, Xfinity Center at 8500  Paint Branch  Dr"
2021-00046471,04/11/21 12:00,06/18/21 14:50,Assist Other Agency,CBE,4300 block of  Hartwick  Rd
2021-00046587,06/18/21 23:33,06/18/21 23:33,Injured/Sick Person,CBE,Rossborough  Ln
2021-00046614,06/19/21 01:20,06/19/21 01:20,Injured/Sick Person,CBE,
2021-00046730,04/12/21 08:00,06/19/21 13:39,Injured Officer,CBE,7100 block of  51st  Ave
2021-00047186,06/20/21 08:16,06/21/21 09:50,Fraud,Active/Pending,"Frat 2, Pi Kappa Alpha, Pi Kappa Alpha Fraternity at 2  Fraternity  Row"
2021-00047446,06/22/21 09:06,06/22/21 09:06,Injured/Sick Person,CBE,Union  Ln
2021-00047465,06/22/21 11:09,06/22/21 11:09,Assist Other Agency,CBE,4400 block of  Lehigh  Rd
2021-00047497,06/22/21 16:09,06/22/21 16:09,Assist Other Agency,Arrest,North Gate at 4306  Campus  Dr
